state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-01-15,4861.07,5094.5,5006.05
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-01-15,4501.19,4714.75,4585.35
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-01-15,2669.6,2854.39,2764.05
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-01-15,2574.13,2843.7,2671.19
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-01-15,2402.37,2656.15,2517.06
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-01-22,2289.91,2593.99,2465.76
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-01-22,2591.78,2808.72,2680.05
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-01-22,2568.31,2879.27,2742.09
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-01-22,1829.89,2049.74,1936.59
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-01-22,2168.7,2374.75,2292.59
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-01-22,2050.73,2314.37,2220.35
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-01-22,1677.3,1915.38,1768.15
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-01-22,1883.28,2192.84,2035.98
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-01-22,1738.76,2013.38,1910.36
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-01-22,4441.13,4693.71,4576.62
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-01-22,4583.04,4855.58,4743.86
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-01-22,4595.13,4835.73,4704.22
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-01-22,2513.94,2784.0,2687.54
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-01-22,2664.32,2967.07,2787.83
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-01-22,2458.28,2782.22,2613.14
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-01-29,2373.56,2617.04,2505.45
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-01-29,2549.84,2813.38,2696.01
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-01-29,2316.46,2577.38,2471.13
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-01-29,1968.65,2165.02,2072.75
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-01-29,2481.19,2674.45,2576.52
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-01-29,2127.6,2394.7,2295.06
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-01-29,1654.58,1989.5,1812.32
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-01-29,1974.68,2150.46,2069.07
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-01-29,1895.4,2136.35,1988.58
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-01-29,4343.03,4623.09,4473.66
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-01-29,4623.45,4883.84,4723.43
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-01-29,4575.69,4822.7,4729.59
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-01-29,2551.49,2790.44,2661.58
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-01-29,2758.69,3042.9,2934.26
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-01-29,2453.68,2671.69,2536.17
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-02-05,2475.8,2660.42,2566.39
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-02-05,2545.96,2862.19,2722.59
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-02-05,2182.37,2469.55,2342.81
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-02-05,2092.53,2265.23,2174.32
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-02-05,2148.03,2410.97,2307.71
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-02-05,1985.08,2292.45,2125.68
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-02-05,2089.27,2327.94,2210.53
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-02-05,2084.87,2396.81,2230.06
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-02-05,1564.37,1772.82,1669.15
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-02-05,4451.93,4704.11,4613.59
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-02-05,4615.17,4849.23,4754.61
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-02-05,4741.61,4947.03,4852.64
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-02-05,2741.93,2946.95,2838.48
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-02-05,2787.59,2961.26,2879.14
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-02-05,2515.77,2698.57,2613.23
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-02-12,2477.12,2744.56,2625.2
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-02-12,2630.37,2928.32,2760.82
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-02-12,2297.68,2480.17,2382.02
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-02-12,2501.36,2743.42,2606.3
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-02-12,2379.99,2582.27,2464.91
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-02-12,2109.78,2363.3,2199.95
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-02-12,1827.66,2090.05,2000.14
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-02-12,2059.64,2407.86,2229.9
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-02-12,1654.08,1956.28,1812.03
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-02-12,4640.1,4867.16,4733.55
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-02-12,4771.16,5063.2,4936.92
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-02-12,4496.23,4746.84,4640.19
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-02-12,2596.19,2845.67,2723.98
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-02-12,3009.14,3242.53,3125.89
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-02-12,2511.24,2777.76,2629.19
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-02-19,2374.56,2721.08,2549.44
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-02-19,2834.62,3081.0,2947.45
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-02-19,2553.59,2859.29,2698.85
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-02-19,2110.7,2362.8,2253.99
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-02-19,2458.09,2707.81,2558.33
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-02-19,2025.26,2256.21,2166.7
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-02-19,2119.6,2381.65,2208.05
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-02-19,1955.65,2291.63,2131.54
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-02-19,1912.66,2230.44,2070.92
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-02-19,4562.59,4806.94,4667.93
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-02-19,4717.42,4956.17,4859.04
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-02-19,4690.97,4954.81,4828.21
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-02-19,2669.71,2986.02,2826.1
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-02-19,2993.56,3306.65,3133.52
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-02-19,2668.77,2849.26,2760.49
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-02-26,2530.13,2809.43,2652.0
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-02-26,2742.08,3025.28,2855.44
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-02-26,2428.87,2652.34,2535.92
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-02-26,2194.33,2384.87,2290.09
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-02-26,2453.98,2696.1,2577.77
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-02-26,2250.27,2559.18,2385.57
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-02-26,1904.13,2149.71,2032.07
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-02-26,2165.49,2492.39,2317.27
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-02-26,1809.23,2117.99,1974.29
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-02-26,4428.54,4715.98,4567.37
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-02-26,4845.31,5133.28,4970.74
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-02-26,4431.74,4681.83,4557.59
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-02-26,2688.7,3018.68,2860.55
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-02-26,2608.56,2956.18,2788.26
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-02-26,2487.49,2741.82,2651.18
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-03-05,2550.54,2809.29,2639.58
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-03-05,2732.52,2930.91,2836.6
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-03-05,2446.79,2717.67,2546.61
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-03-05,2301.92,2466.08,2385.54
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-03-05,2431.95,2732.69,2572.54
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-03-05,1880.19,2130.86,2045.13
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-03-05,1940.15,2270.14,2112.93
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-03-05,2139.9,2387.72,2303.7
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-03-05,1738.17,1961.11,1830.66
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-03-05,4842.42,5150.54,4985.43
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-03-05,4748.21,5000.97,4901.67
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-03-05,4529.04,4858.05,4680.03
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-03-05,2571.68,2798.76,2657.13
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-03-05,2861.54,3180.92,3029.96
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-03-05,2745.22,2932.74,2834.39
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-03-12,2380.74,2665.0,2506.59
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-03-12,2625.01,2856.77,2762.25
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-03-12,2583.31,2831.25,2693.44
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-03-12,2318.11,2637.09,2463.03
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-03-12,2400.13,2651.37,2530.97
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-03-12,2377.16,2562.49,2469.09
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-03-12,1943.72,2176.98,2054.19
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-03-12,2081.47,2346.11,2224.93
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-03-12,1733.2,1973.79,1834.96
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-03-12,4617.27,4822.72,4700.88
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-03-12,5114.87,5354.68,5217.43
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-03-12,4626.49,4921.48,4776.69
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-03-12,2745.58,3015.95,2857.2
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-03-12,2989.48,3255.23,3112.63
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-03-12,2915.41,3200.36,3046.68
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-03-19,2482.4,2784.87,2654.51
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-03-19,2613.09,2884.52,2773.08
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-03-19,2311.93,2532.93,2441.34
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-03-19,2259.2,2508.95,2423.4
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-03-19,2345.76,2556.47,2459.18
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-03-19,2201.52,2437.26,2355.79
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-03-19,1638.97,1921.85,1804.63
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-03-19,2160.86,2392.91,2300.95
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-03-19,1411.94,1767.33,1587.78
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-03-19,4784.62,5044.48,4895.71
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-03-19,4687.43,4950.3,4806.21
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-03-19,4632.29,4865.7,4733.19
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-03-19,2827.13,3087.35,2923.72
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-03-19,3053.4,3352.9,3189.0
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-03-19,2809.66,3028.64,2903.82
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-03-26,2507.45,2750.98,2595.45
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-03-26,2702.61,2924.61,2829.54
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-03-26,2264.91,2520.08,2435.62
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-03-26,2051.46,2289.68,2160.66
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-03-26,2506.96,2724.7,2636.29
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-03-26,1881.82,2189.94,2046.18
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-03-26,1880.03,2183.34,2027.05
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-03-26,2106.3,2356.91,2222.96
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-03-26,1863.63,2156.33,2028.07
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-03-26,4718.92,5014.6,4884.12
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-03-26,4822.99,5126.73,4961.7
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-03-26,4469.34,4732.36,4599.22
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-03-26,2622.04,2913.63,2741.9
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-03-26,2906.94,3118.58,3004.69
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-03-26,2754.8,3010.03,2837.28
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-04-02,2605.04,2855.64,2715.79
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-04-02,2684.02,2942.12,2791.82
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-04-02,2394.58,2714.8,2572.76
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-04-02,2343.59,2670.07,2499.73
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-04-02,2034.47,2368.99,2210.79
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-04-02,2029.91,2274.56,2121.32
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-04-02,1773.48,2054.2,1908.79
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-04-02,2214.86,2502.14,2393.31
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-04-02,2013.54,2283.18,2168.54
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-04-02,4567.67,4809.5,4651.77
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-04-02,4758.95,5064.01,4937.51
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-04-02,4415.83,4696.35,4536.98
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-04-02,2867.37,3163.12,3002.91
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-04-02,2902.66,3148.61,3064.91
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-04-02,2462.84,2638.64,2547.71
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-04-09,2524.69,2833.38,2676.01
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-04-09,2547.04,2861.07,2700.99
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-04-09,2473.32,2718.97,2576.78
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-04-09,2214.45,2426.36,2294.9
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-04-09,2340.46,2543.55,2423.42
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-04-09,2051.22,2302.15,2198.38
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-04-09,1643.44,1923.58,1758.24
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-04-09,2010.11,2268.84,2149.15
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-04-09,1744.78,2012.19,1913.43
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-04-09,4803.13,5069.09,4917.33
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-04-09,4901.81,5191.32,5081.68
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-04-09,4613.62,4844.79,4707.3
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-04-09,2520.86,2811.63,2640.1
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-04-09,3126.08,3336.06,3219.52
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-04-09,2515.13,2697.1,2615.33
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-04-16,2394.24,2652.03,2537.7
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-04-16,2577.21,2908.33,2753.13
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-04-16,2325.24,2603.39,2433.69
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-04-16,2024.77,2308.21,2137.31
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-04-16,2275.03,2568.33,2429.26
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-04-16,2164.73,2378.81,2274.67
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-04-16,2046.74,2309.71,2142.28
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-04-16,2102.05,2397.39,2238.2
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-04-16,1798.11,2049.58,1921.95
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-04-16,4844.73,5153.66,4992.19
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-04-16,4773.12,5030.4,4931.88
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-04-16,4746.69,4982.17,4836.88
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-04-16,2659.74,2914.31,2791.01
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-04-16,2930.25,3196.53,3106.23
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-04-16,2543.49,2734.65,2648.09
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-04-23,2391.25,2634.12,2522.86
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-04-23,2662.11,2871.72,2753.27
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-04-23,2508.76,2759.28,2658.58
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-04-23,2280.29,2521.37,2399.71
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-04-23,2389.84,2647.32,2481.04
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-04-23,2100.41,2360.18,2231.23
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-04-23,1721.93,2003.12,1845.06
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-04-23,1953.97,2172.26,2060.01
Maharashtra,Nagpur,Nagpur,Potato,Demo,FAQ,2025-04-23,1531.01,1807.32,1658.99
Maharashtra,Nashik,Nashik,Soyabean,Demo,FAQ,2025-04-23,4894.95,5181.06,5008.02
Maharashtra,Pune,Pune,Soyabean,Demo,FAQ,2025-04-23,4719.78,4997.02,4845.86
Maharashtra,Nagpur,Nagpur,Soyabean,Demo,FAQ,2025-04-23,4654.94,4833.49,4739.67
Maharashtra,Nashik,Nashik,Wheat,Demo,FAQ,2025-04-23,2785.13,2964.89,2866.06
Maharashtra,Pune,Pune,Wheat,Demo,FAQ,2025-04-23,2988.46,3221.54,3079.52
Maharashtra,Nagpur,Nagpur,Wheat,Demo,FAQ,2025-04-23,2715.97,2991.91,2852.89
Maharashtra,Nashik,Nashik,Tomato,Demo,FAQ,2025-04-30,2316.35,2562.16,2396.82
Maharashtra,Pune,Pune,Tomato,Demo,FAQ,2025-04-30,2889.44,3143.01,2985.71
Maharashtra,Nagpur,Nagpur,Tomato,Demo,FAQ,2025-04-30,2307.4,2584.71,2412.83
Maharashtra,Nashik,Nashik,Onion,Demo,FAQ,2025-04-30,2057.85,2376.66,2198.19
Maharashtra,Pune,Pune,Onion,Demo,FAQ,2025-04-30,2445.01,2718.17,2606.33
Maharashtra,Nagpur,Nagpur,Onion,Demo,FAQ,2025-04-30,2156.68,2398.39,2296.76
Maharashtra,Nashik,Nashik,Potato,Demo,FAQ,2025-04-30,1984.48,2184.06,2096.25
Maharashtra,Pune,Pune,Potato,Demo,FAQ,2025-04-30,2096.25,2292.8,2210.9
